,0,1
267,[0.17836013 0.17836013 0.17836013 ... 0.23704714 0.23704714 0.23704714],"('DB01184',)"
268,[0.18858014 0.18858014 0.18858014 ... 0.2564892  0.2564892  0.2564892 ],"('DB01589',)"
269,[0.17104754 0.17104754 0.17104754 ... 0.22685808 0.22685808 0.22685808],"('DB01216',)"
270,[0.179652   0.179652   0.179652   ... 0.24501342 0.24501342 0.24501342],"('DB00177',)"
271,[0.17254977 0.17254977 0.17254977 ... 0.23050013 0.23050013 0.23050013],"('DB00471',)"
272,[0.1887106  0.1887106  0.1887106  ... 0.24994144 0.24994144 0.24994144],"('DB01424',)"
273,[0.17876577 0.17876577 0.17876577 ... 0.24411488 0.24411488 0.24411488],"('DB00248',)"
274,[0.17373556 0.17373556 0.17373556 ... 0.22725824 0.22725824 0.22725824],"('DB00784',)"
275,[0.1864284  0.1864284  0.1864284  ... 0.24916488 0.24916488 0.24916488],"('DB01253',)"
276,[0.17999765 0.17999765 0.17999765 ... 0.24269891 0.24269891 0.24269891],"('DB00297',)"
277,[0.17314294 0.17314294 0.17314294 ... 0.2336253  0.2336253  0.2336253 ],"('DB00294',)"
278,[0.1795101 0.1795101 0.1795101 ... 0.2377424 0.2377424 0.2377424],"('DB00243',)"
279,[0.1804113 0.1804113 0.1804113 ... 0.2348975 0.2348975 0.2348975],"('DB12332',)"
280,[0.16740867 0.16740867 0.16740867 ... 0.2179941  0.2179941  0.2179941 ],"('DB00889',)"
281,[0.1702421  0.1702421  0.1702421  ... 0.23051417 0.23051417 0.23051417],"('DB00946',)"
282,[0.17903656 0.17903656 0.17903656 ... 0.24140218 0.24140218 0.24140218],"('DB00381',)"
283,[0.18870544 0.18870544 0.18870544 ... 0.25715595 0.25715595 0.25715595],"('DB01192',)"
284,[0.182221  0.182221  0.182221  ... 0.2446953 0.2446953 0.2446953],"('DB00717',)"
285,[0.2103701  0.2103701  0.2103701  ... 0.28071344 0.28071344 0.28071344],"('DB06016',)"
286,[0.17819889 0.17819889 0.17819889 ... 0.23068881 0.23068881 0.23068881],"('DB00712',)"
287,[0.15381643 0.15381643 0.15381643 ... 0.20044687 0.20044687 0.20044687],"('DB01223',)"
288,[0.16653109 0.16653109 0.16653109 ... 0.22300494 0.22300494 0.22300494],"('DB04572',)"
289,[0.19616562 0.19616562 0.19616562 ... 0.2546437  0.2546437  0.2546437 ],"('DB00477',)"
290,[0.17973995 0.17973995 0.17973995 ... 0.22679266 0.22679266 0.22679266],"('DB00475',)"
291,[0.17558956 0.17558956 0.17558956 ... 0.24271485 0.24271485 0.24271485],"('DB00472',)"
292,[0.1843786  0.1843786  0.1843786  ... 0.24832612 0.24832612 0.24832612],"('DB09082',)"
293,[0.16433507 0.16433507 0.16433507 ... 0.22153077 0.22153077 0.22153077],"('DB00857',)"
294,[0.14971429 0.14971429 0.14971429 ... 0.19814041 0.19814041 0.19814041],"('DB00402',)"
295,[0.15386266 0.15386266 0.15386266 ... 0.20564204 0.20564204 0.20564204],"('DB12267',)"
296,[0.19389534 0.19389534 0.19389534 ... 0.25533903 0.25533903 0.25533903],"('DB00877',)"
297,[0.16559908 0.16559908 0.16559908 ... 0.21662512 0.21662512 0.21662512],"('DB08893',)"
298,[0.19524539 0.19524539 0.19524539 ... 0.26086846 0.26086846 0.26086846],"('DB05541',)"
299,[0.15441239 0.15441239 0.15441239 ... 0.20494363 0.20494363 0.20494363],"('DB00829',)"
300,[0.156414   0.156414   0.156414   ... 0.20641589 0.20641589 0.20641589],"('DB00651',)"
301,[0.18853036 0.18853036 0.18853036 ... 0.2541678  0.2541678  0.2541678 ],"('DB01105',)"
302,[0.17163196 0.17163196 0.17163196 ... 0.22308958 0.22308958 0.22308958],"('DB01104',)"
303,[0.1727059  0.1727059  0.1727059  ... 0.23649049 0.23649049 0.23649049],"('DB00822',)"
304,[0.16764137 0.16764137 0.16764137 ... 0.22720274 0.22720274 0.22720274],"('DB00169',)"
305,[0.14855768 0.14855768 0.14855768 ... 0.19758691 0.19758691 0.19758691],"('DB00988',)"
306,[0.15858103 0.15858103 0.15858103 ... 0.21309263 0.21309263 0.21309263],"('DB00625',)"
307,[0.15886779 0.15886779 0.15886779 ... 0.20348597 0.20348597 0.20348597],"('DB00980',)"
308,[0.18037084 0.18037084 0.18037084 ... 0.24033031 0.24033031 0.24033031],"('DB01087',)"
309,[0.16611564 0.16611564 0.16611564 ... 0.22008696 0.22008696 0.22008696],"('DB00568',)"
310,[0.16720685 0.16720685 0.16720685 ... 0.21905491 0.21905491 0.21905491],"('DB06742',)"
311,[0.17266819 0.17266819 0.17266819 ... 0.23742679 0.23742679 0.23742679],"('DB00802',)"
312,[0.16386811 0.16386811 0.16386811 ... 0.21257737 0.21257737 0.21257737],"('DB01274',)"
313,[0.1721774  0.1721774  0.1721774  ... 0.22817928 0.22817928 0.22817928],"('DB00884',)"
314,[0.17357093 0.17357093 0.17357093 ... 0.22483692 0.22483692 0.22483692],"('DB06595',)"
315,[0.20688498 0.20688498 0.20688498 ... 0.26158822 0.26158822 0.26158822],"('DB00912',)"
316,[0.20081434 0.20081434 0.20081434 ... 0.26818952 0.26818952 0.26818952],"('DB00910',)"
317,[0.18021128 0.18021128 0.18021128 ... 0.23996195 0.23996195 0.23996195],"('DB06292',)"
318,[0.16537389 0.16537389 0.16537389 ... 0.22245124 0.22245124 0.22245124],"('DB00969',)"
319,[0.16857418 0.16857418 0.16857418 ... 0.22149235 0.22149235 0.22149235],"('DB00239',)"
320,[0.17485702 0.17485702 0.17485702 ... 0.23297247 0.23297247 0.23297247],"('DB00701',)"
321,[0.16612649 0.16612649 0.16612649 ... 0.22283009 0.22283009 0.22283009],"('DB01039',)"
322,[0.19735816 0.19735816 0.19735816 ... 0.26730672 0.26730672 0.26730672],"('DB01126',)"
323,[0.16661695 0.16661695 0.16661695 ... 0.22456232 0.22456232 0.22456232],"('DB12161',)"
324,[0.17931607 0.17931607 0.17931607 ... 0.24337512 0.24337512 0.24337512],"('DB06712',)"
325,[0.17530558 0.17530558 0.17530558 ... 0.23438257 0.23438257 0.23438257],"('DB13179',)"
326,[0.20013371 0.20013371 0.20013371 ... 0.26400292 0.26400292 0.26400292],"('DB06589',)"
327,[0.20542464 0.20542464 0.20542464 ... 0.271447   0.271447   0.271447  ],"('DB00458',)"
328,[0.18304382 0.18304382 0.18304382 ... 0.24516642 0.24516642 0.24516642],"('DB00455',)"
329,[0.17887859 0.17887859 0.17887859 ... 0.23934993 0.23934993 0.23934993],"('DB00641',)"
330,[0.1841299  0.1841299  0.1841299  ... 0.24749738 0.24749738 0.24749738],"('DB00514',)"
331,[0.19280389 0.19280389 0.19280389 ... 0.25534222 0.25534222 0.25534222],"('DB01103',)"
332,[0.17282957 0.17282957 0.17282957 ... 0.23257533 0.23257533 0.23257533],"('DB01595',)"
333,[0.17359456 0.17359456 0.17359456 ... 0.23158464 0.23158464 0.23158464],"('DB01597',)"
334,[0.19665658 0.19665658 0.19665658 ... 0.26138404 0.26138404 0.26138404],"('DB00528',)"
335,[0.15930541 0.15930541 0.15930541 ... 0.20868859 0.20868859 0.20868859],"('DB00519',)"
336,[0.20162573 0.20162573 0.20162573 ... 0.2678819  0.2678819  0.2678819 ],"('DB01100',)"
337,[0.18636791 0.18636791 0.18636791 ... 0.24806535 0.24806535 0.24806535],"('DB11575',)"
338,[0.17126973 0.17126973 0.17126973 ... 0.2289797  0.2289797  0.2289797 ],"('DB00845',)"
339,[0.20290348 0.20290348 0.20290348 ... 0.26999542 0.26999542 0.26999542],"('DB09216',)"
340,[0.18981436 0.18981436 0.18981436 ... 0.25898036 0.25898036 0.25898036],"('DB06155',)"
341,[0.18016386 0.18016386 0.18016386 ... 0.24510843 0.24510843 0.24510843],"('DB00338',)"
342,[0.17846735 0.17846735 0.17846735 ... 0.24294138 0.24294138 0.24294138],"('DB09296',)"
343,[0.16829467 0.16829467 0.16829467 ... 0.22268406 0.22268406 0.22268406],"('DB11362',)"
344,[0.17324728 0.17324728 0.17324728 ... 0.22738314 0.22738314 0.22738314],"('DB00333',)"
345,[0.16764745 0.16764745 0.16764745 ... 0.2229788  0.2229788  0.2229788 ],"('DB00842',)"
346,[0.18951502 0.18951502 0.18951502 ... 0.2545643  0.2545643  0.2545643 ],"('DB00231',)"
347,[0.19257838 0.19257838 0.19257838 ... 0.25753057 0.25753057 0.25753057],"('DB00426',)"
348,[0.19372699 0.19372699 0.19372699 ... 0.261172   0.261172   0.261172  ],"('DB03756',)"
349,[0.1734263  0.1734263  0.1734263  ... 0.22994202 0.22994202 0.22994202],"('DB00390',)"
350,[0.1513659 0.1513659 0.1513659 ... 0.2003802 0.2003802 0.2003802],"('DB00700',)"
351,[0.17944223 0.17944223 0.17944223 ... 0.23279437 0.23279437 0.23279437],"('DB06710',)"
352,[0.19777983 0.19777983 0.19777983 ... 0.25885168 0.25885168 0.25885168],"('DB00451',)"
353,[0.1782605  0.1782605  0.1782605  ... 0.23690459 0.23690459 0.23690459],"('DB00371',)"
354,[0.16956736 0.16956736 0.16956736 ... 0.22648329 0.22648329 0.22648329],"('DB00454',)"
355,[0.16351335 0.16351335 0.16351335 ... 0.21423051 0.21423051 0.21423051],"('DB09078',)"
356,[0.18263027 0.18263027 0.18263027 ... 0.24348593 0.24348593 0.24348593],"('DB01068',)"
357,[0.16979338 0.16979338 0.16979338 ... 0.22570801 0.22570801 0.22570801],"('DB00377',)"
358,[0.196181   0.196181   0.196181   ... 0.26636973 0.26636973 0.26636973],"('DB06694',)"
359,[0.19172385 0.19172385 0.19172385 ... 0.25327238 0.25327238 0.25327238],"('DB01002',)"
360,[0.16726217 0.16726217 0.16726217 ... 0.22210982 0.22210982 0.22210982],"('DB00647',)"
361,[0.18311957 0.18311957 0.18311957 ... 0.23970848 0.23970848 0.23970848],"('DB00991',)"
362,[0.19306132 0.19306132 0.19306132 ... 0.25747234 0.25747234 0.25747234],"('DB00270',)"
363,[0.18106818 0.18106818 0.18106818 ... 0.24551153 0.24551153 0.24551153],"('DB00222',)"
364,[0.19198227 0.19198227 0.19198227 ... 0.25532666 0.25532666 0.25532666],"('DB01120',)"
365,[0.1660989  0.1660989  0.1660989  ... 0.21863687 0.21863687 0.21863687],"('DB00278',)"
366,[0.16518818 0.16518818 0.16518818 ... 0.21945664 0.21945664 0.21945664],"('DB01200',)"
367,[0.19188306 0.19188306 0.19188306 ... 0.25517827 0.25517827 0.25517827],"('DB01131',)"
368,[0.18944013 0.18944013 0.18944013 ... 0.2541515  0.2541515  0.2541515 ],"('DB09048',)"
369,[0.15654802 0.15654802 0.15654802 ... 0.2088674  0.2088674  0.2088674 ],"('DB06772',)"
370,[0.19300723 0.19300723 0.19300723 ... 0.2615453  0.2615453  0.2615453 ],"('DB01075',)"
371,[0.216254   0.216254   0.216254   ... 0.28973106 0.28973106 0.28973106],"('DB01028',)"
372,[0.17260888 0.17260888 0.17260888 ... 0.23552042 0.23552042 0.23552042],"('DB00327',)"
373,[0.15190841 0.15190841 0.15190841 ... 0.20029938 0.20029938 0.20029938],"('DB00252',)"
374,[0.20960248 0.20960248 0.20960248 ... 0.28281495 0.28281495 0.28281495],"('DB01263',)"
375,[0.19993186 0.19993186 0.19993186 ... 0.26742703 0.26742703 0.26742703],"('DB09166',)"
376,[0.16054252 0.16054252 0.16054252 ... 0.21128786 0.21128786 0.21128786],"('DB01261',)"
377,[0.18813667 0.18813667 0.18813667 ... 0.25725842 0.25725842 0.25725842],"('DB06268',)"
378,[0.15696052 0.15696052 0.15696052 ... 0.21056688 0.21056688 0.21056688],"('DB00748',)"
379,[0.18758917 0.18758917 0.18758917 ... 0.25046894 0.25046894 0.25046894],"('DB00749',)"
380,[0.16652954 0.16652954 0.16652954 ... 0.22551382 0.22551382 0.22551382],"('DB01142',)"
381,[0.17782119 0.17782119 0.17782119 ... 0.23385173 0.23385173 0.23385173],"('DB00745',)"
382,[0.18163851 0.18163851 0.18163851 ... 0.24473864 0.24473864 0.24473864],"('DB01227',)"
383,[0.18115611 0.18115611 0.18115611 ... 0.2459282  0.2459282  0.2459282 ],"('DB00744',)"
384,[0.19353297 0.19353297 0.19353297 ... 0.26174253 0.26174253 0.26174253],"('DB00584',)"
385,[0.16909388 0.16909388 0.16909388 ... 0.2248607  0.2248607  0.2248607 ],"('DB08931',)"
386,[0.17725042 0.17725042 0.17725042 ... 0.23782164 0.23782164 0.23782164],"('DB00921',)"
387,[0.17909797 0.17909797 0.17909797 ... 0.23887944 0.23887944 0.23887944],"('DB00927',)"
388,[0.21445125 0.21445125 0.21445125 ... 0.28782406 0.28782406 0.28782406],"('DB01466',)"
389,[0.15122807 0.15122807 0.15122807 ... 0.19780034 0.19780034 0.19780034],"('DB06216',)"
390,[0.1947627 0.1947627 0.1947627 ... 0.2597064 0.2597064 0.2597064],"('DB08881',)"
391,[0.2006177  0.2006177  0.2006177  ... 0.26918066 0.26918066 0.26918066],"('DB01026',)"
392,[0.18743947 0.18743947 0.18743947 ... 0.2515739  0.2515739  0.2515739 ],"('DB00277',)"
393,[0.1644035  0.1644035  0.1644035  ... 0.21837965 0.21837965 0.21837965],"('DB08439',)"
394,[0.1945458  0.1945458  0.1945458  ... 0.24948114 0.24948114 0.24948114],"('DB08798',)"
395,[0.18429539 0.18429539 0.18429539 ... 0.24277154 0.24277154 0.24277154],"('DB00266',)"
396,[0.16631341 0.16631341 0.16631341 ... 0.22093377 0.22093377 0.22093377],"('DB00738',)"
397,[0.18823041 0.18823041 0.18823041 ... 0.25479913 0.25479913 0.25479913],"('DB00393',)"
398,[0.15084016 0.15084016 0.15084016 ... 0.20024526 0.20024526 0.20024526],"('DB00570',)"
399,[0.1792292 0.1792292 0.1792292 ... 0.2388142 0.2388142 0.2388142],"('DB00575',)"
400,[0.20880273 0.20880273 0.20880273 ... 0.283293   0.283293   0.283293  ],"('DB01427',)"
401,[0.18003504 0.18003504 0.18003504 ... 0.24055955 0.24055955 0.24055955],"('DB01085',)"
402,[0.17260458 0.17260458 0.17260458 ... 0.22253326 0.22253326 0.22253326],"('DB00708',)"
403,[0.17546862 0.17546862 0.17546862 ... 0.23130855 0.23130855 0.23130855],"('DB01256',)"
404,[0.17198634 0.17198634 0.17198634 ... 0.23100957 0.23100957 0.23100957],"('DB00401',)"
405,[0.19888425 0.19888425 0.19888425 ... 0.25930268 0.25930268 0.25930268],"('DB06287',)"
406,[0.18482655 0.18482655 0.18482655 ... 0.24512428 0.24512428 0.24512428],"('DB00412',)"
407,[0.19014728 0.19014728 0.19014728 ... 0.25348648 0.25348648 0.25348648],"('DB00404',)"
408,[0.16969249 0.16969249 0.16969249 ... 0.22686431 0.22686431 0.22686431],"('DB01023',)"
409,[0.18732524 0.18732524 0.18732524 ... 0.2496213  0.2496213  0.2496213 ],"('DB08827',)"
410,[0.18485525 0.18485525 0.18485525 ... 0.2512855  0.2512855  0.2512855 ],"('DB00883',)"
411,[0.18899082 0.18899082 0.18899082 ... 0.25823724 0.25823724 0.25823724],"('DB04841',)"
412,[0.17487575 0.17487575 0.17487575 ... 0.22412887 0.22412887 0.22412887],"('DB04846',)"
413,[0.17000745 0.17000745 0.17000745 ... 0.23052937 0.23052937 0.23052937],"('DB00945',)"
414,[0.16225296 0.16225296 0.16225296 ... 0.21558896 0.21558896 0.21558896],"('DB01118',)"
415,[0.18909204 0.18909204 0.18909204 ... 0.25144336 0.25144336 0.25144336],"('DB01015',)"
416,[0.17335194 0.17335194 0.17335194 ... 0.23228037 0.23228037 0.23228037],"('DB01114',)"
417,[0.17124568 0.17124568 0.17124568 ... 0.22782084 0.22782084 0.22782084],"('DB00850',)"
418,[0.16632578 0.16632578 0.16632578 ... 0.21977517 0.21977517 0.21977517],"('DB00674',)"
419,[0.16595218 0.16595218 0.16595218 ... 0.22471651 0.22471651 0.22471651],"('DB01156',)"
420,[0.20473462 0.20473462 0.20473462 ... 0.26661703 0.26661703 0.26661703],"('DB00976',)"
421,[0.17536002 0.17536002 0.17536002 ... 0.23829436 0.23829436 0.23829436],"('DB06803',)"
422,[0.18460813 0.18460813 0.18460813 ... 0.24781156 0.24781156 0.24781156],"('DB00972',)"
423,[0.17475604 0.17475604 0.17475604 ... 0.23209068 0.23209068 0.23209068],"('DB00320',)"
424,[0.18944806 0.18944806 0.18944806 ... 0.25805944 0.25805944 0.25805944],"('DB00872',)"
425,[0.20643908 0.20643908 0.20643908 ... 0.27562052 0.27562052 0.27562052],"('DB01154',)"
426,[0.19323808 0.19323808 0.19323808 ... 0.26380506 0.26380506 0.26380506],"('DB00589',)"
427,[0.1739315  0.1739315  0.1739315  ... 0.23091379 0.23091379 0.23091379],"('DB00339',)"
428,[0.1773651  0.1773651  0.1773651  ... 0.23585314 0.23585314 0.23585314],"('DB00731',)"
429,[0.17990102 0.17990102 0.17990102 ... 0.22595659 0.22595659 0.22595659],"('DB01020',)"
430,[0.16663459 0.16663459 0.16663459 ... 0.21827868 0.21827868 0.21827868],"('DB01029',)"
431,[0.17855285 0.17855285 0.17855285 ... 0.22756758 0.22756758 0.22756758],"('DB00907',)"
432,[0.19956943 0.19956943 0.19956943 ... 0.27257603 0.27257603 0.27257603],"('DB01115',)"
433,[0.19422257 0.19422257 0.19422257 ... 0.2514724  0.2514724  0.2514724 ],"('DB00909',)"
434,[0.19880545 0.19880545 0.19880545 ... 0.267336   0.267336   0.267336  ],"('DB00482',)"
435,[0.1733699 0.1733699 0.1733699 ... 0.2262063 0.2262063 0.2262063],"('DB00499',)"
436,[0.17726108 0.17726108 0.17726108 ... 0.23622721 0.23622721 0.23622721],"('DB11915',)"
437,[0.17418212 0.17418212 0.17418212 ... 0.22853974 0.22853974 0.22853974],"('DB00295',)"
438,[0.18959954 0.18959954 0.18959954 ... 0.25606218 0.25606218 0.25606218],"('DB00296',)"
439,[0.2152926  0.2152926  0.2152926  ... 0.28506985 0.28506985 0.28506985],"('DB01355',)"
440,[0.17969914 0.17969914 0.17969914 ... 0.23385298 0.23385298 0.23385298],"('DB01351',)"
441,[0.18308097 0.18308097 0.18308097 ... 0.24400076 0.24400076 0.24400076],"('DB01394',)"
442,[0.18339045 0.18339045 0.18339045 ... 0.2403141  0.2403141  0.2403141 ],"('DB00379',)"
443,[0.1969381  0.1969381  0.1969381  ... 0.26246914 0.26246914 0.26246914],"('DB09389',)"
444,[0.16713968 0.16713968 0.16713968 ... 0.22152552 0.22152552 0.22152552],"('DB05271',)"
445,[0.16808717 0.16808717 0.16808717 ... 0.21901566 0.21901566 0.21901566],"('DB01012',)"
446,[0.16732484 0.16732484 0.16732484 ... 0.22732684 0.22732684 0.22732684],"('DB01242',)"
447,[0.17307746 0.17307746 0.17307746 ... 0.23792589 0.23792589 0.23792589],"('DB00444',)"
448,[0.18108958 0.18108958 0.18108958 ... 0.24516243 0.24516243 0.24516243],"('DB01016',)"
449,[0.19941491 0.19941491 0.19941491 ... 0.2672666  0.2672666  0.2672666 ],"('DB00768',)"
450,[0.16583936 0.16583936 0.16583936 ... 0.21616194 0.21616194 0.21616194],"('DB00312',)"
451,[0.18171841 0.18171841 0.18171841 ... 0.24238816 0.24238816 0.24238816],"('DB01340',)"
452,[0.17201647 0.17201647 0.17201647 ... 0.22536394 0.22536394 0.22536394],"('DB05246',)"
453,[0.18667252 0.18667252 0.18667252 ... 0.24476364 0.24476364 0.24476364],"('DB06739',)"
454,[0.17853358 0.17853358 0.17853358 ... 0.23523816 0.23523816 0.23523816],"('DB00213',)"
455,[0.17485666 0.17485666 0.17485666 ... 0.23655528 0.23655528 0.23655528],"('DB06203',)"
456,[0.16621014 0.16621014 0.16621014 ... 0.22033143 0.22033143 0.22033143],"('DB00215',)"
457,[0.18418068 0.18418068 0.18418068 ... 0.24176285 0.24176285 0.24176285],"('DB00214',)"
458,[0.17140546 0.17140546 0.17140546 ... 0.22984958 0.22984958 0.22984958],"('DB00216',)"
459,[0.1920048  0.1920048  0.1920048  ... 0.25892594 0.25892594 0.25892594],"('DB00136',)"
460,[0.1726082  0.1726082  0.1726082  ... 0.23147398 0.23147398 0.23147398],"('DB00694',)"
461,[0.16119361 0.16119361 0.16119361 ... 0.2128213  0.2128213  0.2128213 ],"('DB01072',)"
462,[0.19925103 0.19925103 0.19925103 ... 0.26546496 0.26546496 0.26546496],"('DB00690',)"
463,[0.19485986 0.19485986 0.19485986 ... 0.25762948 0.25762948 0.25762948],"('DB01241',)"
464,[0.17414632 0.17414632 0.17414632 ... 0.23756912 0.23756912 0.23756912],"('DB00678',)"
465,[0.16126855 0.16126855 0.16126855 ... 0.21747038 0.21747038 0.21747038],"('DB00673',)"
466,[0.18355301 0.18355301 0.18355301 ... 0.24281639 0.24281639 0.24281639],"('DB00672',)"
467,[0.18742284 0.18742284 0.18742284 ... 0.24934733 0.24934733 0.24934733],"('DB01264',)"
468,[0.15599185 0.15599185 0.15599185 ... 0.20771933 0.20771933 0.20771933],"('DB00736',)"
469,[0.21392667 0.21392667 0.21392667 ... 0.28743413 0.28743413 0.28743413],"('DB00734',)"
470,[0.16884148 0.16884148 0.16884148 ... 0.22325543 0.22325543 0.22325543],"('DB00593',)"
471,[0.1633057  0.1633057  0.1633057  ... 0.21887821 0.21887821 0.21887821],"('DB01009',)"
472,[0.17196578 0.17196578 0.17196578 ... 0.22196832 0.22196832 0.22196832],"('DB11817',)"
473,[0.17119122 0.17119122 0.17119122 ... 0.23124644 0.23124644 0.23124644],"('DB01601',)"
474,[0.17706627 0.17706627 0.17706627 ... 0.23399138 0.23399138 0.23399138],"('DB12483',)"
475,[0.21032166 0.21032166 0.21032166 ... 0.285678   0.285678   0.285678  ],"('DB00268',)"
476,[0.17491317 0.17491317 0.17491317 ... 0.23415098 0.23415098 0.23415098],"('DB00263',)"
477,[0.16414085 0.16414085 0.16414085 ... 0.22118601 0.22118601 0.22118601],"('DB00264',)"
478,[0.16580549 0.16580549 0.16580549 ... 0.21887136 0.21887136 0.21887136],"('DB11614',)"
479,[0.14722334 0.14722334 0.14722334 ... 0.19334096 0.19334096 0.19334096],"('DB04871',)"
480,[0.1866456  0.1866456  0.1866456  ... 0.25410816 0.25410816 0.25410816],"('DB00318',)"
481,[0.16363387 0.16363387 0.16363387 ... 0.2211976  0.2211976  0.2211976 ],"('DB00643',)"
482,[0.20746201 0.20746201 0.20746201 ... 0.27560607 0.27560607 0.27560607],"('DB00814',)"
483,[0.17171094 0.17171094 0.17171094 ... 0.22426191 0.22426191 0.22426191],"('DB00862',)"
484,[0.17844284 0.17844284 0.17844284 ... 0.23348367 0.23348367 0.23348367],"('DB00865',)"
485,[0.17170772 0.17170772 0.17170772 ... 0.22631979 0.22631979 0.22631979],"('DB00869',)"
486,[0.18195075 0.18195075 0.18195075 ... 0.25344148 0.25344148 0.25344148],"('DB00564',)"
487,[0.1851488  0.1851488  0.1851488  ... 0.24279231 0.24279231 0.24279231],"('DB01098',)"
488,[0.19431144 0.19431144 0.19431144 ... 0.26114956 0.26114956 0.26114956],"('DB01097',)"
489,[0.17999747 0.17999747 0.17999747 ... 0.2356681  0.2356681  0.2356681 ],"('DB00396',)"
490,[0.16390362 0.16390362 0.16390362 ... 0.21632648 0.21632648 0.21632648],"('DB00418',)"
491,[0.17241645 0.17241645 0.17241645 ... 0.22850871 0.22850871 0.22850871],"('DB00469',)"
492,[0.17832479 0.17832479 0.17832479 ... 0.23357314 0.23357314 0.23357314],"('DB00683',)"
493,[0.18413058 0.18413058 0.18413058 ... 0.2419452  0.2419452  0.2419452 ],"('DB00897',)"
494,[0.18801893 0.18801893 0.18801893 ... 0.25392184 0.25392184 0.25392184],"('DB00898',)"
495,[0.18968736 0.18968736 0.18968736 ... 0.25490624 0.25490624 0.25490624],"('DB00608',)"
496,[0.14878845 0.14878845 0.14878845 ... 0.18047611 0.18047611 0.18047611],"('DB00280',)"
497,[0.15438855 0.15438855 0.15438855 ... 0.20158854 0.20158854 0.20158854],"('DB00602',)"
498,[0.1868236  0.1868236  0.1868236  ... 0.25275233 0.25275233 0.25275233],"('DB01179',)"
499,[0.23205408 0.23205408 0.23205408 ... 0.31300348 0.31300348 0.31300348],"('DB00309',)"
500,[0.21481782 0.21481782 0.21481782 ... 0.28224474 0.28224474 0.28224474],"('DB00307',)"
501,[0.21741739 0.21741739 0.21741739 ... 0.28805554 0.28805554 0.28805554],"('DB06738',)"
502,[0.18029687 0.18029687 0.18029687 ... 0.24692065 0.24692065 0.24692065],"('DB01045',)"
503,[0.17235947 0.17235947 0.17235947 ... 0.2309025  0.2309025  0.2309025 ],"('DB05381',)"
504,[0.22343504 0.22343504 0.22343504 ... 0.3011778  0.3011778  0.3011778 ],"('DB00518',)"
505,[0.15370245 0.15370245 0.15370245 ... 0.19728985 0.19728985 0.19728985],"('DB00758',)"
506,[0.15677327 0.15677327 0.15677327 ... 0.20374689 0.20374689 0.20374689],"('DB00911',)"
507,[0.18593034 0.18593034 0.18593034 ... 0.24712878 0.24712878 0.24712878],"('DB00863',)"
508,[0.17801541 0.17801541 0.17801541 ... 0.22905868 0.22905868 0.22905868],"('DB11574',)"
509,[0.15203997 0.15203997 0.15203997 ... 0.1985035  0.1985035  0.1985035 ],"('DB00949',)"
510,[0.18336496 0.18336496 0.18336496 ... 0.24599159 0.24599159 0.24599159],"('DB00549',)"
511,[0.1810683  0.1810683  0.1810683  ... 0.23358223 0.23358223 0.23358223],"('DB01166',)"
512,[0.1771313  0.1771313  0.1771313  ... 0.23519036 0.23519036 0.23519036],"('DB09232',)"
513,[0.16670355 0.16670355 0.16670355 ... 0.22380063 0.22380063 0.22380063],"('DB09167',)"
514,[0.17136288 0.17136288 0.17136288 ... 0.23152953 0.23152953 0.23152953],"('DB00440',)"
515,[0.17750081 0.17750081 0.17750081 ... 0.24240544 0.24240544 0.24240544],"('DB00367',)"
516,[0.17459759 0.17459759 0.17459759 ... 0.23389712 0.23389712 0.23389712],"('DB00361',)"
517,[0.17544    0.17544    0.17544    ... 0.22971258 0.22971258 0.22971258],"('DB00178',)"
518,[0.2187917  0.2187917  0.2187917  ... 0.29641074 0.29641074 0.29641074],"('DB00943',)"
519,[0.18640989 0.18640989 0.18640989 ... 0.2477903  0.2477903  0.2477903 ],"('DB06237',)"
520,[0.16791427 0.16791427 0.16791427 ... 0.21483663 0.21483663 0.21483663],"('DB06789',)"
521,[0.18724304 0.18724304 0.18724304 ... 0.25055766 0.25055766 0.25055766],"('DB09288',)"
522,[0.17298341 0.17298341 0.17298341 ... 0.22957066 0.22957066 0.22957066],"('DB00661',)"
523,[0.1581955  0.1581955  0.1581955  ... 0.20706868 0.20706868 0.20706868],"('DB00289',)"
524,[0.1690691  0.1690691  0.1690691  ... 0.22752121 0.22752121 0.22752121],"('DB00281',)"
525,[0.176149   0.176149   0.176149   ... 0.23951355 0.23951355 0.23951355],"('DB09235',)"
526,[0.16545357 0.16545357 0.16545357 ... 0.22353214 0.22353214 0.22353214],"('DB00204',)"
527,[0.18899137 0.18899137 0.18899137 ... 0.25616428 0.25616428 0.25616428],"('DB00203',)"
528,[0.17251047 0.17251047 0.17251047 ... 0.22567153 0.22567153 0.22567153],"('DB09477',)"
529,[0.18193056 0.18193056 0.18193056 ... 0.24546945 0.24546945 0.24546945],"('DB01393',)"
530,[0.17441462 0.17441462 0.17441462 ... 0.23358378 0.23358378 0.23358378],"('DB00688',)"
531,[0.15851915 0.15851915 0.15851915 ... 0.20958373 0.20958373 0.20958373],"('DB00395',)"
532,[0.16915032 0.16915032 0.16915032 ... 0.22158614 0.22158614 0.22158614],"('DB00788',)"
533,[0.16189575 0.16189575 0.16189575 ... 0.21137437 0.21137437 0.21137437],"('DB00546',)"
534,[0.16960359 0.16960359 0.16960359 ... 0.22537658 0.22537658 0.22537658],"('DB01357',)"
