,0,1
535,[0.18183601 0.18183601 0.18183601 ... 0.24288341 0.24288341 0.24288341],"('DB00603',)"
536,[0.17118263 0.17118263 0.17118263 ... 0.22595268 0.22595268 0.22595268],"('DB09231',)"
537,[0.18839069 0.18839069 0.18839069 ... 0.24669391 0.24669391 0.24669391],"('DB09238',)"
538,[0.18244204 0.18244204 0.18244204 ... 0.24595812 0.24595812 0.24595812],"('DB06700',)"
539,[0.18532476 0.18532476 0.18532476 ... 0.25100365 0.25100365 0.25100365],"('DB04876',)"
540,[0.17262228 0.17262228 0.17262228 ... 0.2281659  0.2281659  0.2281659 ],"('DB09555',)"
541,[0.18417034 0.18417034 0.18417034 ... 0.24328884 0.24328884 0.24328884],"('DB00870',)"
542,[0.19496512 0.19496512 0.19496512 ... 0.25488612 0.25488612 0.25488612],"('DB00554',)"
543,[0.17130129 0.17130129 0.17130129 ... 0.22536883 0.22536883 0.22536883],"('DB00553',)"
544,[0.18422952 0.18422952 0.18422952 ... 0.24129623 0.24129623 0.24129623],"('DB00559',)"
545,[0.1838648 0.1838648 0.1838648 ... 0.2475586 0.2475586 0.2475586],"('DB00675',)"
546,[0.18721011 0.18721011 0.18721011 ... 0.24627271 0.24627271 0.24627271],"('DB06290',)"
547,[0.17547747 0.17547747 0.17547747 ... 0.23678377 0.23678377 0.23678377],"('DB06210',)"
548,[0.20218831 0.20218831 0.20218831 ... 0.27013424 0.27013424 0.27013424],"('DB09026',)"
549,[0.18099532 0.18099532 0.18099532 ... 0.24119946 0.24119946 0.24119946],"('DB06605',)"
550,[0.16915509 0.16915509 0.16915509 ... 0.22258401 0.22258401 0.22258401],"('DB00604',)"
551,[0.18893814 0.18893814 0.18893814 ... 0.25256622 0.25256622 0.25256622],"('DB00599',)"
552,[0.15682632 0.15682632 0.15682632 ... 0.20590642 0.20590642 0.20590642],"('DB06207',)"
553,[0.16845652 0.16845652 0.16845652 ... 0.22110862 0.22110862 0.22110862],"('DB08868',)"
554,[0.17146322 0.17146322 0.17146322 ... 0.23032108 0.23032108 0.23032108],"('DB01174',)"
555,[0.14592543 0.14592543 0.14592543 ... 0.19301459 0.19301459 0.19301459],"('DB09068',)"
556,[0.18828897 0.18828897 0.18828897 ... 0.25145495 0.25145495 0.25145495],"('DB00619',)"
557,[0.1724809  0.1724809  0.1724809  ... 0.22858706 0.22858706 0.22858706],"('DB00208',)"
558,[0.1825028  0.1825028  0.1825028  ... 0.24464583 0.24464583 0.24464583],"('DB01159',)"
559,[0.16899796 0.16899796 0.16899796 ... 0.22788066 0.22788066 0.22788066],"('DB00705',)"
560,[0.15172121 0.15172121 0.15172121 ... 0.19197327 0.19197327 0.19197327],"('DB00541',)"
561,[0.17697324 0.17697324 0.17697324 ... 0.23614535 0.23614535 0.23614535],"('DB00542',)"
562,[0.21465781 0.21465781 0.21465781 ... 0.28481856 0.28481856 0.28481856],"('DB01296',)"
563,[0.19066823 0.19066823 0.19066823 ... 0.25742906 0.25742906 0.25742906],"('DB01018',)"
564,[0.18437143 0.18437143 0.18437143 ... 0.22865555 0.22865555 0.22865555],"('DB01628',)"
565,[0.16985656 0.16985656 0.16985656 ... 0.22767526 0.22767526 0.22767526],"('DB01236',)"
566,[0.1892533  0.1892533  0.1892533  ... 0.24965727 0.24965727 0.24965727],"('DB05039',)"
567,[0.15287098 0.15287098 0.15287098 ... 0.2040653  0.2040653  0.2040653 ],"('DB00201',)"
568,[0.16758934 0.16758934 0.16758934 ... 0.22577104 0.22577104 0.22577104],"('DB00207',)"
569,[0.18889165 0.18889165 0.18889165 ... 0.24161324 0.24161324 0.24161324],"('DB06654',)"
570,[0.20465508 0.20465508 0.20465508 ... 0.2652656  0.2652656  0.2652656 ],"('DB00706',)"
571,[0.15561527 0.15561527 0.15561527 ... 0.20530632 0.20530632 0.20530632],"('DB00665',)"
572,[0.1691099  0.1691099  0.1691099  ... 0.22357503 0.22357503 0.22357503],"('DB01232',)"
573,[0.18528304 0.18528304 0.18528304 ... 0.24314982 0.24314982 0.24314982],"('DB01240',)"
574,[0.19831288 0.19831288 0.19831288 ... 0.26333314 0.26333314 0.26333314],"('DB00373',)"
575,[0.15107699 0.15107699 0.15107699 ... 0.19783825 0.19783825 0.19783825],"('DB00818',)"
576,[0.16190019 0.16190019 0.16190019 ... 0.21119627 0.21119627 0.21119627],"('DB00864',)"
577,[0.16462332 0.16462332 0.16462332 ... 0.21770865 0.21770865 0.21770865],"('DB01149',)"
578,[0.19307747 0.19307747 0.19307747 ... 0.25544608 0.25544608 0.25544608],"('DB00947',)"
579,[0.17214467 0.17214467 0.17214467 ... 0.23107758 0.23107758 0.23107758],"('DB09230',)"
580,[0.16052525 0.16052525 0.16052525 ... 0.2176117  0.2176117  0.2176117 ],"('DB00571',)"
581,[0.19067667 0.19067667 0.19067667 ... 0.258715   0.258715   0.258715  ],"('DB00696',)"
582,[0.16262153 0.16262153 0.16262153 ... 0.2194002  0.2194002  0.2194002 ],"('DB00691',)"
583,[0.20595482 0.20595482 0.20595482 ... 0.275315   0.275315   0.275315  ],"('DB00285',)"
584,[0.2038405  0.2038405  0.2038405  ... 0.26795074 0.26795074 0.26795074],"('DB12026',)"
585,[0.17290187 0.17290187 0.17290187 ... 0.22957012 0.22957012 0.22957012],"('DB00772',)"
586,[0.20714259 0.20714259 0.20714259 ... 0.27652788 0.27652788 0.27652788],"('DB00996',)"
587,[0.16811825 0.16811825 0.16811825 ... 0.2146731  0.2146731  0.2146731 ],"('DB06697',)"
588,[0.17222923 0.17222923 0.17222923 ... 0.22279945 0.22279945 0.22279945],"('DB00474',)"
589,[0.2146287 0.2146287 0.2146287 ... 0.2730038 0.2730038 0.2730038],"('DB08922',)"
590,[0.17610878 0.17610878 0.17610878 ... 0.23307014 0.23307014 0.23307014],"('DB00370',)"
591,[0.16318467 0.16318467 0.16318467 ... 0.21839082 0.21839082 0.21839082],"('DB00679',)"
592,[0.19480348 0.19480348 0.19480348 ... 0.25999776 0.25999776 0.25999776],"('DB00932',)"
593,[0.18505093 0.18505093 0.18505093 ... 0.25120306 0.25120306 0.25120306],"('DB00916',)"
594,[0.20520616 0.20520616 0.20520616 ... 0.27874604 0.27874604 0.27874604],"('DB08860',)"
595,[0.18889087 0.18889087 0.18889087 ... 0.24363247 0.24363247 0.24363247],"('DB09570',)"
596,[0.1810863  0.1810863  0.1810863  ... 0.24339658 0.24339658 0.24339658],"('DB00492',)"
597,[0.17113122 0.17113122 0.17113122 ... 0.23289976 0.23289976 0.23289976],"('DB06204',)"
598,[0.18117805 0.18117805 0.18117805 ... 0.23646942 0.23646942 0.23646942],"('DB01190',)"
599,[0.16592214 0.16592214 0.16592214 ... 0.21774969 0.21774969 0.21774969],"('DB00446',)"
600,[0.16840108 0.16840108 0.16840108 ... 0.21980014 0.21980014 0.21980014],"('DB06414',)"
601,[0.18574935 0.18574935 0.18574935 ... 0.24418879 0.24418879 0.24418879],"('DB06209',)"
602,[0.17595887 0.17595887 0.17595887 ... 0.22889408 0.22889408 0.22889408],"('DB09183',)"
603,[0.17567788 0.17567788 0.17567788 ... 0.23814103 0.23814103 0.23814103],"('DB04920',)"
604,[0.18043238 0.18043238 0.18043238 ... 0.24144858 0.24144858 0.24144858],"('DB00343',)"
605,[0.17192596 0.17192596 0.17192596 ... 0.23095837 0.23095837 0.23095837],"('DB06335',)"
606,[0.17691472 0.17691472 0.17691472 ... 0.23634288 0.23634288 0.23634288],"('DB00398',)"
607,[0.19728956 0.19728956 0.19728956 ... 0.26063696 0.26063696 0.26063696],"('DB11828',)"
608,[0.18482181 0.18482181 0.18482181 ... 0.24584639 0.24584639 0.24584639],"('DB08828',)"
609,[0.18125445 0.18125445 0.18125445 ... 0.24156168 0.24156168 0.24156168],"('DB01320',)"
610,[0.17513263 0.17513263 0.17513263 ... 0.23273599 0.23273599 0.23273599],"('DB05109',)"
611,[0.18913513 0.18913513 0.18913513 ... 0.24780399 0.24780399 0.24780399],"('DB11560',)"
612,[0.22991148 0.22991148 0.22991148 ... 0.3063655  0.3063655  0.3063655 ],"('DB08907',)"
613,[0.18351921 0.18351921 0.18351921 ... 0.24811006 0.24811006 0.24811006],"('DB00328',)"
614,[0.17799416 0.17799416 0.17799416 ... 0.23480737 0.23480737 0.23480737],"('DB00468',)"
615,[0.1800724  0.1800724  0.1800724  ... 0.24094197 0.24094197 0.24094197],"('DB01196',)"
616,[0.17898247 0.17898247 0.17898247 ... 0.23617825 0.23617825 0.23617825],"('DB01060',)"
617,[0.16788813 0.16788813 0.16788813 ... 0.222318   0.222318   0.222318  ],"('DB00212',)"
618,[0.17568916 0.17568916 0.17568916 ... 0.2321622  0.2321622  0.2321622 ],"('DB09080',)"
619,[0.20787594 0.20787594 0.20787594 ... 0.27463657 0.27463657 0.27463657],"('DB01198',)"
620,[0.17689171 0.17689171 0.17689171 ... 0.23314872 0.23314872 0.23314872],"('DB00555',)"
621,[0.19143432 0.19143432 0.19143432 ... 0.25411302 0.25411302 0.25411302],"('DB00230',)"
622,[0.17033248 0.17033248 0.17033248 ... 0.22630867 0.22630867 0.22630867],"('DB00358',)"
623,[0.16463827 0.16463827 0.16463827 ... 0.20998612 0.20998612 0.20998612],"('DB08901',)"
624,[0.18026921 0.18026921 0.18026921 ... 0.24424857 0.24424857 0.24424857],"('DB00722',)"
625,[0.17320892 0.17320892 0.17320892 ... 0.23241368 0.23241368 0.23241368],"('DB06695',)"
626,[0.1853854  0.1853854  0.1853854  ... 0.24054047 0.24054047 0.24054047],"('DB09123',)"
627,[0.16639085 0.16639085 0.16639085 ... 0.22247171 0.22247171 0.22247171],"('DB11581',)"
628,[0.17588305 0.17588305 0.17588305 ... 0.22611532 0.22611532 0.22611532],"('DB00590',)"
629,[0.1762     0.1762     0.1762     ... 0.23300597 0.23300597 0.23300597],"('DB00586',)"
630,[0.1709821 0.1709821 0.1709821 ... 0.2248964 0.2248964 0.2248964],"('DB01041',)"
631,[0.18026137 0.18026137 0.18026137 ... 0.24118048 0.24118048 0.24118048],"('DB00363',)"
632,[0.18096414 0.18096414 0.18096414 ... 0.23983163 0.23983163 0.23983163],"('DB05265',)"
633,[0.17989993 0.17989993 0.17989993 ... 0.24016753 0.24016753 0.24016753],"('DB09256',)"
634,[0.19108653 0.19108653 0.19108653 ... 0.2567286  0.2567286  0.2567286 ],"('DB09270',)"
635,[0.17393371 0.17393371 0.17393371 ... 0.22440416 0.22440416 0.22440416],"('DB08912',)"
636,[0.14009805 0.14009805 0.14009805 ... 0.18584938 0.18584938 0.18584938],"('DB00374',)"
637,[0.18938023 0.18938023 0.18938023 ... 0.2577883  0.2577883  0.2577883 ],"('DB00790',)"
638,[0.15612116 0.15612116 0.15612116 ... 0.20597443 0.20597443 0.20597443],"('DB06262',)"
639,[0.17753378 0.17753378 0.17753378 ... 0.23656264 0.23656264 0.23656264],"('DB08957',)"
640,[0.18023561 0.18023561 0.18023561 ... 0.22861221 0.22861221 0.22861221],"('DB06711',)"
641,[0.15100572 0.15100572 0.15100572 ... 0.20030889 0.20030889 0.20030889],"('DB06152',)"
642,[0.1712496  0.1712496  0.1712496  ... 0.23200014 0.23200014 0.23200014],"('DB00484',)"
643,[0.15762055 0.15762055 0.15762055 ... 0.2058518  0.2058518  0.2058518 ],"('DB00841',)"
644,[0.18276286 0.18276286 0.18276286 ... 0.23768702 0.23768702 0.23768702],"('DB01364',)"
645,[0.15292954 0.15292954 0.15292954 ... 0.20034909 0.20034909 0.20034909],"('DB01407',)"
646,[0.18060452 0.18060452 0.18060452 ... 0.23435846 0.23435846 0.23435846],"('DB01366',)"
647,[0.16187686 0.16187686 0.16187686 ... 0.21841344 0.21841344 0.21841344],"('DB01365',)"
648,[0.18144235 0.18144235 0.18144235 ... 0.24097303 0.24097303 0.24097303],"('DB00388',)"
649,[0.16633362 0.16633362 0.16633362 ... 0.22458014 0.22458014 0.22458014],"('DB00397',)"
650,[0.17734104 0.17734104 0.17734104 ... 0.2222954  0.2222954  0.2222954 ],"('DB00211',)"
651,[0.17853767 0.17853767 0.17853767 ... 0.22704041 0.22704041 0.22704041],"('DB00668',)"
652,[0.1649332  0.1649332  0.1649332  ... 0.21755621 0.21755621 0.21755621],"('DB00968',)"
653,[0.17013726 0.17013726 0.17013726 ... 0.21366382 0.21366382 0.21366382],"('DB00871',)"
654,[0.17279938 0.17279938 0.17279938 ... 0.22523439 0.22523439 0.22523439],"('DB00964',)"
655,[0.16853312 0.16853312 0.16853312 ... 0.22257388 0.22257388 0.22257388],"('DB00852',)"
656,[0.17127496 0.17127496 0.17127496 ... 0.22902521 0.22902521 0.22902521],"('DB01291',)"
657,[0.17400694 0.17400694 0.17400694 ... 0.23051274 0.23051274 0.23051274],"('DB00935',)"
658,[0.16943821 0.16943821 0.16943821 ... 0.22061509 0.22061509 0.22061509],"('DB00368',)"
659,[0.17165777 0.17165777 0.17165777 ... 0.23228857 0.23228857 0.23228857],"('DB01288',)"
660,[0.17093986 0.17093986 0.17093986 ... 0.21368384 0.21368384 0.21368384],"('DB00867',)"
661,[0.1754534  0.1754534  0.1754534  ... 0.22939244 0.22939244 0.22939244],"('DB00816',)"
662,[0.16597164 0.16597164 0.16597164 ... 0.22121286 0.22121286 0.22121286],"('DB01064',)"
663,[0.16482462 0.16482462 0.16482462 ... 0.21585959 0.21585959 0.21585959],"('DB00221',)"
664,[0.16293147 0.16293147 0.16293147 ... 0.21209303 0.21209303 0.21209303],"('DB00723',)"
665,[0.17589936 0.17589936 0.17589936 ... 0.23232922 0.23232922 0.23232922],"('DB00610',)"
666,[0.18112347 0.18112347 0.18112347 ... 0.24212798 0.24212798 0.24212798],"('DB01001',)"
667,[0.18249471 0.18249471 0.18249471 ... 0.23094475 0.23094475 0.23094475],"('DB00449',)"
668,[0.16898735 0.16898735 0.16898735 ... 0.22016403 0.22016403 0.22016403],"('DB01102',)"
669,[0.1758947  0.1758947  0.1758947  ... 0.23176646 0.23176646 0.23176646],"('DB00697',)"
670,[0.15595832 0.15595832 0.15595832 ... 0.20958832 0.20958832 0.20958832],"('DB00629',)"
671,[0.1783137  0.1783137  0.1783137  ... 0.23615718 0.23615718 0.23615718],"('DB00633',)"
672,[0.16565877 0.16565877 0.16565877 ... 0.22165295 0.22165295 0.22165295],"('DB08941',)"
673,[0.18409798 0.18409798 0.18409798 ... 0.24530795 0.24530795 0.24530795],"('DB04948',)"
674,[0.15802994 0.15802994 0.15802994 ... 0.20655394 0.20655394 0.20655394],"('DB09283',)"
675,[0.16991284 0.16991284 0.16991284 ... 0.22554034 0.22554034 0.22554034],"('DB01024',)"
676,[0.18268953 0.18268953 0.18268953 ... 0.23502743 0.23502743 0.23502743],"('DB05676',)"
677,[0.1843403  0.1843403  0.1843403  ... 0.24569976 0.24569976 0.24569976],"('DB00573',)"
678,[0.19850445 0.19850445 0.19850445 ... 0.26567262 0.26567262 0.26567262],"('DB04951',)"
679,[0.1676839  0.1676839  0.1676839  ... 0.22726819 0.22726819 0.22726819],"('DB00948',)"
680,[0.17665578 0.17665578 0.17665578 ... 0.2328034  0.2328034  0.2328034 ],"('DB01112',)"
681,[0.18215394 0.18215394 0.18215394 ... 0.24102715 0.24102715 0.24102715],"('DB00773',)"
682,[0.18202257 0.18202257 0.18202257 ... 0.23773617 0.23773617 0.23773617],"('DB05266',)"
683,[0.20641226 0.20641226 0.20641226 ... 0.2748652  0.2748652  0.2748652 ],"('DB00254',)"
684,[0.18869214 0.18869214 0.18869214 ... 0.24969411 0.24969411 0.24969411],"('DB01399',)"
685,[0.20547396 0.20547396 0.20547396 ... 0.27655223 0.27655223 0.27655223],"('DB00569',)"
686,[0.19323131 0.19323131 0.19323131 ... 0.2614814  0.2614814  0.2614814 ],"('DB00233',)"
687,[0.21626559 0.21626559 0.21626559 ... 0.27841    0.27841    0.27841   ],"('DB06412',)"
688,[0.17567362 0.17567362 0.17567362 ... 0.22657928 0.22657928 0.22657928],"('DB00923',)"
689,[0.18346736 0.18346736 0.18346736 ... 0.24609944 0.24609944 0.24609944],"('DB01254',)"
690,[0.17218828 0.17218828 0.17218828 ... 0.22778988 0.22778988 0.22778988],"('DB01208',)"
691,[0.1944131  0.1944131  0.1944131  ... 0.26138175 0.26138175 0.26138175],"('DB08991',)"
692,[0.1901978  0.1901978  0.1901978  ... 0.25155875 0.25155875 0.25155875],"('DB00578',)"
693,[0.17448038 0.17448038 0.17448038 ... 0.22594568 0.22594568 0.22594568],"('DB01251',)"
694,[0.1866599  0.1866599  0.1866599  ... 0.24509373 0.24509373 0.24509373],"('DB08976',)"
695,[0.1719335  0.1719335  0.1719335  ... 0.22489557 0.22489557 0.22489557],"('DB00775',)"
696,[0.17011724 0.17011724 0.17011724 ... 0.22751462 0.22751462 0.22751462],"('DB00975',)"
697,[0.15988761 0.15988761 0.15988761 ... 0.21437949 0.21437949 0.21437949],"('DB00974',)"
698,[0.18726672 0.18726672 0.18726672 ... 0.24399784 0.24399784 0.24399784],"('DB02709',)"
699,[0.17782137 0.17782137 0.17782137 ... 0.22961238 0.22961238 0.22961238],"('DB08994',)"
700,[0.1651902  0.1651902  0.1651902  ... 0.21684837 0.21684837 0.21684837],"('DB08954',)"
701,[0.19061519 0.19061519 0.19061519 ... 0.25505576 0.25505576 0.25505576],"('DB00817',)"
702,[0.17941496 0.17941496 0.17941496 ... 0.2359705  0.2359705  0.2359705 ],"('DB00795',)"
703,[0.17841522 0.17841522 0.17841522 ... 0.23942402 0.23942402 0.23942402],"('DB06802',)"
704,[0.1713494  0.1713494  0.1713494  ... 0.22203565 0.22203565 0.22203565],"('DB08887',)"
705,[0.18180558 0.18180558 0.18180558 ... 0.24098226 0.24098226 0.24098226],"('DB08814',)"
706,[0.1580146 0.1580146 0.1580146 ... 0.21179   0.21179   0.21179  ],"('DB00179',)"
707,[0.18371114 0.18371114 0.18371114 ... 0.24888009 0.24888009 0.24888009],"('DB00963',)"
708,[0.18243179 0.18243179 0.18243179 ... 0.24811357 0.24811357 0.24811357],"('DB00210',)"
709,[0.18328452 0.18328452 0.18328452 ... 0.24326572 0.24326572 0.24326572],"('DB08795',)"
710,[0.18102536 0.18102536 0.18102536 ... 0.24451011 0.24451011 0.24451011],"('DB00415',)"
711,[0.18446675 0.18446675 0.18446675 ... 0.24101606 0.24101606 0.24101606],"('DB00689',)"
712,[0.17959543 0.17959543 0.17959543 ... 0.23766613 0.23766613 0.23766613],"('DB09084',)"
713,[0.17297551 0.17297551 0.17297551 ... 0.22951436 0.22951436 0.22951436],"('DB06206',)"
714,[0.18014961 0.18014961 0.18014961 ... 0.24180004 0.24180004 0.24180004],"('DB01289',)"
715,[0.2287527  0.2287527  0.2287527  ... 0.30316034 0.30316034 0.30316034],"('DB13167',)"
716,[0.16158108 0.16158108 0.16158108 ... 0.21094963 0.21094963 0.21094963],"('DB00279',)"
717,[0.15693358 0.15693358 0.15693358 ... 0.20556557 0.20556557 0.20556557],"('DB04552',)"
718,[0.16835469 0.16835469 0.16835469 ... 0.22460505 0.22460505 0.22460505],"('DB00671',)"
719,[0.17812914 0.17812914 0.17812914 ... 0.24259442 0.24259442 0.24259442],"('DB00417',)"
720,[0.19068167 0.19068167 0.19068167 ... 0.2525227  0.2525227  0.2525227 ],"('DB12598',)"
721,[0.17067382 0.17067382 0.17067382 ... 0.22254324 0.22254324 0.22254324],"('DB01014',)"
722,[0.15928957 0.15928957 0.15928957 ... 0.21298411 0.21298411 0.21298411],"('DB02546',)"
723,[0.1609624  0.1609624  0.1609624  ... 0.21027502 0.21027502 0.21027502],"('DB00235',)"
724,[0.14892374 0.14892374 0.14892374 ... 0.19687954 0.19687954 0.19687954],"('DB00465',)"
725,[0.18153943 0.18153943 0.18153943 ... 0.24336243 0.24336243 0.24336243],"('DB01207',)"
726,[0.18024418 0.18024418 0.18024418 ... 0.23844463 0.23844463 0.23844463],"('DB08816',)"
727,[0.17157929 0.17157929 0.17157929 ... 0.23225242 0.23225242 0.23225242],"('DB08804',)"
728,[0.16364178 0.16364178 0.16364178 ... 0.217596   0.217596   0.217596  ],"('DB06441',)"
729,[0.1536371 0.1536371 0.1536371 ... 0.20449   0.20449   0.20449  ],"('DB01000',)"
730,[0.17227416 0.17227416 0.17227416 ... 0.22276732 0.22276732 0.22276732],"('DB09215',)"
731,[0.17833504 0.17833504 0.17833504 ... 0.23709583 0.23709583 0.23709583],"('DB09212',)"
732,[0.19164014 0.19164014 0.19164014 ... 0.25299197 0.25299197 0.25299197],"('DB01420',)"
733,[0.17021899 0.17021899 0.17021899 ... 0.22426501 0.22426501 0.22426501],"('DB09218',)"
734,[0.16634282 0.16634282 0.16634282 ... 0.21939796 0.21939796 0.21939796],"('DB01250',)"
735,[0.17993739 0.17993739 0.17993739 ... 0.24169183 0.24169183 0.24169183],"('DB00713',)"
736,[0.17795548 0.17795548 0.17795548 ... 0.22952348 0.22952348 0.22952348],"('DB00939',)"
737,[0.19659293 0.19659293 0.19659293 ... 0.26318958 0.26318958 0.26318958],"('DB08880',)"
738,[0.18196148 0.18196148 0.18196148 ... 0.24784184 0.24784184 0.24784184],"('DB01059',)"
739,[0.16483024 0.16483024 0.16483024 ... 0.2180138  0.2180138  0.2180138 ],"('DB01139',)"
740,[0.17315558 0.17315558 0.17315558 ... 0.22774243 0.22774243 0.22774243],"('DB01088',)"
741,[0.16650519 0.16650519 0.16650519 ... 0.2184236  0.2184236  0.2184236 ],"('DB00686',)"
742,[0.15317687 0.15317687 0.15317687 ... 0.20124415 0.20124415 0.20124415],"('DB09030',)"
743,[0.2071689 0.2071689 0.2071689 ... 0.2659502 0.2659502 0.2659502],"('DB00461',)"
744,[0.1734693 0.1734693 0.1734693 ... 0.2358686 0.2358686 0.2358686],"('DB00754',)"
745,[0.16153169 0.16153169 0.16153169 ... 0.21126768 0.21126768 0.21126768],"('DB08797',)"
746,[0.18254824 0.18254824 0.18254824 ... 0.23603785 0.23603785 0.23603785],"('DB00261',)"
747,[0.18858802 0.18858802 0.18858802 ... 0.24026632 0.24026632 0.24026632],"('DB00770',)"
748,[0.16699104 0.16699104 0.16699104 ... 0.22383198 0.22383198 0.22383198],"('DB01401',)"
749,[0.17241913 0.17241913 0.17241913 ... 0.22403005 0.22403005 0.22403005],"('DB00274',)"
750,[0.20905957 0.20905957 0.20905957 ... 0.2757509  0.2757509  0.2757509 ],"('DB08984',)"
751,[0.16607167 0.16607167 0.16607167 ... 0.21727666 0.21727666 0.21727666],"('DB00605',)"
752,[0.15897328 0.15897328 0.15897328 ... 0.21374035 0.21374035 0.21374035],"('DB00735',)"
753,[0.17254913 0.17254913 0.17254913 ... 0.2323763  0.2323763  0.2323763 ],"('DB11079',)"
754,[0.16261436 0.16261436 0.16261436 ... 0.21950498 0.21950498 0.21950498],"('DB00476',)"
755,[0.18559453 0.18559453 0.18559453 ... 0.24345043 0.24345043 0.24345043],"('DB00833',)"
756,[0.17076617 0.17076617 0.17076617 ... 0.23034143 0.23034143 0.23034143],"('DB09543',)"
757,[0.1779075  0.1779075  0.1779075  ... 0.23763472 0.23763472 0.23763472],"('DB00827',)"
758,[0.17814076 0.17814076 0.17814076 ... 0.22804406 0.22804406 0.22804406],"('DB00821',)"
759,[0.18241698 0.18241698 0.18241698 ... 0.24091399 0.24091399 0.24091399],"('DB03585',)"
760,[0.16857079 0.16857079 0.16857079 ... 0.22526085 0.22526085 0.22526085],"('DB01017',)"
761,[0.18463989 0.18463989 0.18463989 ... 0.24736428 0.24736428 0.24736428],"('DB01416',)"
762,[0.20304924 0.20304924 0.20304924 ... 0.26728618 0.26728618 0.26728618],"('DB00500',)"
763,[0.17785451 0.17785451 0.17785451 ... 0.2328668  0.2328668  0.2328668 ],"('DB00319',)"
764,[0.1742967  0.1742967  0.1742967  ... 0.23440692 0.23440692 0.23440692],"('DB00317',)"
765,[0.18335271 0.18335271 0.18335271 ... 0.24382043 0.24382043 0.24382043],"('DB01406',)"
766,[0.17544982 0.17544982 0.17544982 ... 0.23549443 0.23549443 0.23549443],"('DB09070',)"
767,[0.1775462  0.1775462  0.1775462  ... 0.23823234 0.23823234 0.23823234],"('DB00229',)"
768,[0.17243907 0.17243907 0.17243907 ... 0.23390833 0.23390833 0.23390833],"('DB01606',)"
769,[0.16592684 0.16592684 0.16592684 ... 0.21902868 0.21902868 0.21902868],"('DB08981',)"
770,[0.18994522 0.18994522 0.18994522 ... 0.25080997 0.25080997 0.25080997],"('DB00163',)"
771,[0.16297114 0.16297114 0.16297114 ... 0.2129226  0.2129226  0.2129226 ],"('DB01181',)"
772,[0.15829228 0.15829228 0.15829228 ... 0.21229583 0.21229583 0.21229583],"('DB13873',)"
773,[0.16998315 0.16998315 0.16998315 ... 0.22317278 0.22317278 0.22317278],"('DB00583',)"
774,[0.16847768 0.16847768 0.16847768 ... 0.22847188 0.22847188 0.22847188],"('DB09093',)"
775,[0.16609314 0.16609314 0.16609314 ... 0.2086226  0.2086226  0.2086226 ],"('DB00861',)"
776,[0.20967332 0.20967332 0.20967332 ... 0.27645895 0.27645895 0.27645895],"('DB01185',)"
777,[0.17153466 0.17153466 0.17153466 ... 0.23131678 0.23131678 0.23131678],"('DB00438',)"
778,[0.18056318 0.18056318 0.18056318 ... 0.23973912 0.23973912 0.23973912],"('DB00244',)"
779,[0.1795483  0.1795483  0.1795483  ... 0.23790962 0.23790962 0.23790962],"('DB00618',)"
780,[0.17874959 0.17874959 0.17874959 ... 0.23212412 0.23212412 0.23212412],"('DB00006',)"
781,[0.20726275 0.20726275 0.20726275 ... 0.27757308 0.27757308 0.27757308],"('DB09075',)"
782,[0.19936189 0.19936189 0.19936189 ... 0.2624749  0.2624749  0.2624749 ],"('DB00621',)"
783,[0.1855863  0.1855863  0.1855863  ... 0.24741668 0.24741668 0.24741668],"('DB00467',)"
784,[0.18240528 0.18240528 0.18240528 ... 0.23990205 0.23990205 0.23990205],"('DB01140',)"
785,[0.17350367 0.17350367 0.17350367 ... 0.22766805 0.22766805 0.22766805],"('DB00487',)"
786,[0.17366773 0.17366773 0.17366773 ... 0.23101386 0.23101386 0.23101386],"('DB06196',)"
787,[0.16938385 0.16938385 0.16938385 ... 0.22222269 0.22222269 0.22222269],"('DB01605',)"
788,[0.1909222  0.1909222  0.1909222  ... 0.25330663 0.25330663 0.25330663],"('DB01607',)"
789,[0.16042748 0.16042748 0.16042748 ... 0.21043217 0.21043217 0.21043217],"('DB01603',)"
790,[0.18418445 0.18418445 0.18418445 ... 0.24288827 0.24288827 0.24288827],"('DB01329',)"
791,[0.18505237 0.18505237 0.18505237 ... 0.24340394 0.24340394 0.24340394],"('DB01328',)"
792,[0.1884016  0.1884016  0.1884016  ... 0.24956632 0.24956632 0.24956632],"('DB01327',)"
793,[0.17156905 0.17156905 0.17156905 ... 0.22841471 0.22841471 0.22841471],"('DB01326',)"
794,[0.16261323 0.16261323 0.16261323 ... 0.21491209 0.21491209 0.21491209],"('DB00176',)"
795,[0.17027116 0.17027116 0.17027116 ... 0.22838584 0.22838584 0.22838584],"('DB00437',)"
796,[0.15554996 0.15554996 0.15554996 ... 0.20608917 0.20608917 0.20608917],"('DB01583',)"
797,[0.20229521 0.20229521 0.20229521 ... 0.25526723 0.25526723 0.25526723],"('DB00806',)"
798,[0.2096861  0.2096861  0.2096861  ... 0.28430685 0.28430685 0.28430685],"('DB00685',)"
799,[0.16685578 0.16685578 0.16685578 ... 0.21993855 0.21993855 0.21993855],"('DB04272',)"
800,[0.18399736 0.18399736 0.18399736 ... 0.24354756 0.24354756 0.24354756],"('DB04918',)"
801,[0.18199247 0.18199247 0.18199247 ... 0.23288801 0.23288801 0.23288801],"('DB01083',)"
802,[0.17270365 0.17270365 0.17270365 ... 0.22713736 0.22713736 0.22713736],"('DB01332',)"
